uniqueid,TrumpApproveFlag,LikelyConsiderFlag,LeanConsiderFlag,LeanNotConsiderFlag,LikelyNotConsiderFlag,TurnoutTargetsFlag,onlineact,offlineact,cc,PotentialActivist,Turnout_Score
8BD349F8-69B0-4129-B,1,0,0,0,0,1,1,NA,NA,0,0.8892069164430723
4590106D-87C4-4408-8,1,0,0,0,0,1,0,NA,NA,0,1.0014497567899525
969877AE-EAB9-4F02-9,0,0,0,0,0,1,0,NA,NA,0,0.746168443816714
7EBD9329-ACF1-4B2A-A,1,0,0,0,0,1,1,1,NA,0,0.8978053500177339
A1C47E11-5718-4D02-9,1,0,0,0,0,1,0,NA,NA,0,0.9442041390575469
F92E25E4-0BF3-4D74-8,1,0,0,0,0,1,0,NA,NA,0,0.956256142584607
8C25CBA9-90B0-46F6-A,1,0,0,0,0,1,0,NA,NA,0,0.5588166512316093
F3161B72-183B-424C-A,1,0,0,0,0,1,1,1,NA,0,0.48609521915204823
07DD7B0F-BB51-4F71-9,1,0,0,0,0,1,0,NA,NA,0,0.5620004724478349
E4EF4473-7041-46E0-8,1,0,0,0,0,1,0,NA,NA,0,0.5172250438481569
5641164F-733E-427E-9,1,0,0,0,0,1,0,NA,1,0,1.1055003656074405
E6898172-38E1-4032-A,1,0,0,0,0,1,0,1,NA,0,0.8995517981238663
ACB2C7FD-FEEA-41B5-8,1,0,0,0,0,1,1,NA,NA,0,0.5213761391351
1D593167-9BF7-4A76-A,1,0,0,0,0,1,0,NA,NA,0,0.9238184308633208
E7D48011-3C8E-4CE4-B,1,0,0,0,0,1,0,NA,NA,0,0.7641410483047366
761E64B6-C46F-457C-9,1,0,0,0,0,1,0,NA,NA,0,0.1018598172813654
AE8CE748-8EAB-4447-A,1,0,0,0,0,1,0,NA,NA,0,0.9576401184312999
C8CC45B9-1E97-44DE-B,1,0,0,0,0,1,0,NA,NA,0,0.964662893442437
E0EA0B43-5D7E-497B-A,1,0,0,0,0,1,0,1,NA,0,0.9815964815206826
C28D381F-3501-4F61-A,1,0,0,0,0,1,0,NA,NA,0,0.9627534148748964
E6999389-4CAC-4FAE-A,1,0,0,0,0,1,0,NA,NA,0,0.9137036860920489
7CE20B6E-C2B7-4B59-B,1,0,0,0,0,1,0,NA,NA,0,0.08173863985575736
65DC97B6-03C6-4483-8,1,0,0,0,0,1,0,NA,1,0,0.5650523279327899
145A7F40-B374-4CAD-8,1,0,0,0,0,1,0,NA,NA,0,1.0555433433037251
1ADA701E-F523-4355-9,1,0,0,0,0,1,0,NA,NA,0,0.8107205785345286
63E54D74-62AF-48FC-B,1,0,0,0,0,1,0,NA,NA,0,0.7952858019853011
CFFCADD3-A2CF-4C45-9,1,0,0,0,0,1,0,NA,NA,0,0.564143881900236
3C646282-ABCF-44E4-A,1,0,0,0,0,1,0,NA,NA,0,0.4492041174089536
5BA54E13-BB81-449E-9,1,0,0,0,0,1,0,NA,NA,0,0.9118704658467323
A417029B-1B34-4222-8,1,0,0,0,0,1,0,NA,NA,0,0.49987696297466755
18AED6FE-E3A1-4D54-B,1,0,0,0,0,1,0,NA,NA,0,0.1593201367650181
FBB4403F-1B57-4158-9,1,0,0,0,0,1,1,NA,NA,0,0.8017659275792539
3B4FF260-B1E6-4052-9,1,0,0,0,0,1,0,NA,NA,0,0.8439348719548434
7DA76047-6971-45D7-8,1,0,0,0,0,1,0,NA,NA,0,0.8759401895804331
A79D3E51-BB24-432F-B,0,0,0,0,0,1,1,NA,1,0,0.6128794810501859
15CFE8EA-9325-4466-9,1,0,0,0,0,1,0,NA,NA,0,0.6133305709809065
5F48A644-6F16-4BA7-A,1,0,0,0,0,1,1,NA,NA,0,0.1261486802250147
DDA42097-CACA-4789-9,1,0,0,0,0,1,0,NA,NA,0,0.8424240953754634
6AAB5097-8BD6-43C2-B,1,0,0,0,0,1,1,1,NA,0,0.9832716279197484
8430FF90-DDB0-4679-9,1,0,0,0,0,1,1,1,NA,0,0.4076963880797848
7E4436E3-6E6E-459E-9,1,0,0,0,0,1,1,NA,NA,0,1.0378841806668788
C61ECD88-63D0-4526-8,1,0,0,0,0,1,0,NA,NA,0,0.40358550392556936
2CD79C90-402D-420E-B,1,0,0,0,0,1,0,NA,NA,0,0.8479777174070477
B655E6C3-BAD3-41AB-A,1,0,0,0,0,1,0,NA,NA,0,0.10186668625101447
095EC1F1-304B-41E0-B,1,0,0,0,0,1,0,NA,NA,0,0.793039396754466
7B90BD7E-1B38-41BC-A,1,0,0,0,0,1,0,NA,NA,0,1.1035025176825002
C5CB4AE1-45D0-4544-A,1,0,0,0,0,1,0,NA,NA,0,0.8719321871176362
3DE41FE4-2E6F-4DDC-B,1,0,0,0,0,1,1,NA,NA,0,0.996024185558781
5C76A0B7-D0A8-4C6A-A,1,0,0,0,0,1,0,NA,NA,0,0.24120442499406636
26B787D5-3DD1-40E5-9,1,0,0,0,0,1,0,NA,NA,0,0.5623108155559748
216D7E95-DE14-416B-B,1,0,0,0,0,1,0,NA,NA,0,0.13656315370462835
163ACA7C-C603-43B9-8,1,0,0,0,0,1,0,NA,NA,0,0.031166657339781523
FE509A91-4A59-4F16-8,1,0,0,0,0,1,0,NA,NA,0,0.7643487772438675
9BEB36F0-6674-428E-A,1,0,0,0,0,1,0,1,NA,0,0.7880197423510253
6D8A0FA9-5D33-47BD-9,1,0,0,0,0,1,0,NA,NA,0,0.876614315318875
5B32A183-258A-4F3A-A,1,0,0,0,0,1,0,NA,NA,0,0.13909578789025545
53BE0C65-18AC-4147-B,1,0,0,0,0,1,1,NA,NA,0,0.1410722117871046
EE18DF34-6BDC-4F09-B,1,0,0,0,0,1,1,NA,NA,0,0.8969457095954567
C8542476-19F9-4825-A,1,0,0,0,0,1,0,NA,NA,0,0.05516769806854427
1299401B-BA0B-4ACD-B,1,0,0,0,0,1,0,NA,NA,0,0.8806871571578085
3820E4FD-CD90-4EC4-B,1,0,0,0,0,1,1,NA,NA,0,0.441787087242119
96880937-C1A2-4BAF-A,1,0,0,0,0,1,0,NA,NA,0,0.9945808714255691
9A31DE0C-D368-4F5E-B,1,0,0,0,0,1,1,1,NA,0,0.08436702191829681
51E56A4C-D33D-4332-8,1,0,0,0,0,1,1,NA,1,0,0.11175553384236991
4938C3B5-888D-4E6B-9,1,0,0,0,0,1,1,NA,NA,0,0.20686778728850186
01EB4484-E9E3-4E53-A,1,0,0,0,0,1,1,NA,NA,0,0.44444472750183195
93DCDB0C-89DA-4D58-A,1,0,0,0,0,1,1,NA,NA,0,0.8672839384526014
E2926A28-7B21-4E9E-9,1,0,0,0,0,1,1,NA,NA,0,0.14416918507777154
D422EAE8-3942-4260-9,1,0,0,0,0,1,0,NA,NA,0,0.44563491409644485
463AC0A0-32B6-46E0-A,0,0,0,0,0,1,1,NA,NA,0,0.9617408472113311
53B1254C-D73F-49CF-8,1,0,0,0,0,1,0,NA,1,0,0.7702857699478045
B4E0147C-74B4-4CAA-9,1,0,0,0,0,1,1,NA,NA,0,1.1025302200578153
F8C464AC-58C8-4ED0-9,1,0,0,0,0,1,0,NA,NA,0,0.6124023841693997
6C97C1DF-47B7-473B-A,0,0,0,0,0,1,0,NA,NA,0,0.9808654454536736
2683DFAC-F0C9-43B2-A,1,0,0,0,0,1,0,NA,NA,0,0.09706616238690913
7E7C532C-E635-42F7-8,0,0,0,0,0,1,0,NA,NA,0,0.9045420924667269
F970CB37-E0AD-42ED-B,1,0,0,0,0,1,0,NA,NA,0,1.1015749356010929
FCC00B13-AEB5-40ED-9,1,0,0,0,0,1,1,1,NA,0,0.9612579667009413
EE6D4BFE-287F-463C-9,1,0,0,0,0,1,1,NA,NA,0,0.9010606524534523
A5A0EB96-D299-426E-B,1,0,0,0,0,1,1,NA,NA,0,0.9738551198970526
A608F3B4-769C-46FE-8,1,0,0,0,0,1,0,NA,NA,0,0.7772958441637456
415AA86C-DB05-46DE-B,1,0,0,0,0,1,1,NA,NA,0,0.8070992266293615
DFE19A8E-1B88-4C77-A,1,0,0,0,0,1,0,NA,NA,0,0.6968947994755581
BF88A1B8-89C0-4154-B,1,0,0,0,0,1,0,NA,NA,0,0.7160936545114964
74F21A17-754A-40B2-B,1,0,0,0,0,1,0,1,NA,0,0.9689420331269503
35B6B342-76A9-4E81-A,1,0,0,0,0,1,0,NA,NA,0,0.12428200617432594
2526102A-E10A-4A55-B,1,0,0,0,0,1,1,1,NA,0,0.6391060575842857
7A93DC09-4321-4BCE-A,1,0,0,0,0,1,0,NA,NA,0,0.0735255351755768
6CC4ED8B-84DE-44EC-B,1,0,0,0,0,1,0,NA,NA,0,0.6447955114999786
F98129AB-BB8F-4A6E-B,1,0,0,0,0,1,0,NA,NA,0,0.6935749123804271
BD891778-B902-4E51-8,1,0,0,0,0,1,1,NA,NA,0,0.8908325461670756
28CD0C80-C18A-4B7A-9,0,0,0,0,0,1,1,1,NA,0,1.054372927523218
A30BC012-2AF9-40CA-8,1,0,0,0,0,1,1,NA,NA,0,0.5148514554603025
2DDB9455-D7D5-478F-9,1,0,0,0,0,1,0,NA,NA,0,0.7874204737599939
F8946C68-89B8-4C24-B,1,0,0,0,0,1,0,NA,NA,0,0.5951782730408013
70F170C5-053B-40F3-8,1,0,0,0,0,1,0,NA,NA,0,0.1298051297198981
763586FD-A0E9-4B3C-8,1,0,0,0,0,1,1,NA,1,0,0.6766354856081307
AC83815B-2027-43EF-A,1,0,0,0,0,1,0,NA,NA,0,0.46646996831987053
EB80AA37-1AC7-4814-A,1,0,0,0,0,1,0,NA,1,0,0.6180836741114035
D2D36562-DD62-4152-A,1,0,0,0,0,1,1,1,NA,0,0.45492289785761386
93D83C67-E994-476C-9,1,0,0,0,0,1,0,NA,NA,0,1.0768040075199679
9D76BE17-716F-47CA-A,1,0,0,0,0,1,0,NA,NA,0,0.6734979538014159
C3218271-C055-4733-A,1,0,0,0,0,1,1,1,NA,0,0.1727139875292778
E1EA3AA1-5C75-42A1-A,1,0,0,0,0,1,0,NA,NA,0,0.5340525282081217
E84A2196-6CB9-4D98-9,1,0,0,0,0,1,0,NA,NA,0,0.9606462274678051
3B17E51E-BF22-4278-A,1,0,0,0,0,1,1,NA,NA,0,0.5045811402378604
7DDD8312-F700-41DF-9,1,0,0,0,0,1,1,1,NA,0,1.0117076884489506
02BD7384-E3B2-45B4-B,1,0,0,0,0,1,0,1,NA,0,1.0867007029009983
67F957DC-B71A-457D-B,1,0,0,0,0,1,1,NA,NA,0,0.5489794677123427
A3D71F1B-2908-46DE-B,1,0,0,0,0,1,1,NA,NA,0,0.9979002380277961
5796981C-EA59-40FC-B,1,0,0,0,0,1,0,NA,NA,0,0.6040548020973802
488061BF-B339-4026-B,1,0,0,0,0,1,0,NA,NA,0,0.6510883880546317
E144146E-15D6-43DD-9,1,0,0,0,0,1,0,NA,NA,0,0.8147328696213663
8EBD078E-E540-4177-9,1,0,0,0,0,1,0,NA,NA,0,0.7696204248350114
A10A599F-A89E-46F1-A,1,0,0,0,0,1,1,1,1,0,0.5239888338837773
EBB3B6B9-0010-4CEA-9,1,0,0,0,0,1,0,NA,NA,0,0.4147064321441576
02C7032C-70CC-4A2B-B,1,0,0,0,0,1,1,NA,NA,0,0.9706991042476147
CFF1CAFC-743E-4338-8,1,0,0,0,0,1,1,NA,1,0,0.11480941157788038
7230DE95-4711-4F76-9,1,0,0,0,0,1,0,NA,NA,0,0.9036597898229957
83ADB313-AE19-45C4-B,1,0,0,0,0,1,0,NA,NA,0,0.02781047485768795
8D5D20D2-E314-4190-B,1,0,0,0,0,1,0,NA,NA,0,0.974135591648519
FD36B94A-0C75-4939-9,1,0,0,0,0,1,0,NA,NA,0,0.8491583873983473
0B05C849-5FB3-4E27-B,1,0,0,0,0,1,1,1,1,0,0.9326069679809734
297EE8C4-B5BC-42D5-B,1,0,0,0,0,1,1,NA,NA,0,0.9256865212228149
C83DFE74-5AA4-42E0-8,1,0,0,0,0,1,0,NA,NA,0,0.7567106352653354
B37695EB-B045-435A-9,1,0,0,0,0,1,0,NA,NA,0,0.0026069050654768944
F15D15FC-3DEC-4AE9-A,1,0,0,0,0,1,1,NA,NA,0,0.6136081450385973
B1144B92-3797-43EF-9,0,0,0,0,0,1,0,NA,NA,0,0.11890193074941635
7AF0FF68-C424-45DF-B,1,0,0,0,0,1,0,NA,NA,0,0.7941146566299722
3F5E01BD-A264-4875-B,1,0,0,0,0,1,1,1,NA,0,0.9280166847165674
731E5555-229C-47BB-8,1,0,0,0,0,1,0,NA,NA,0,0.3900958572048694
42C0FC54-3CF6-4AC6-A,1,0,0,0,0,1,1,NA,NA,0,0.0876756813377142
878ABEE9-4D4A-407B-9,1,0,0,0,0,1,1,NA,NA,0,0.9040627183858305
DDBB438E-9A9E-4D23-9,1,0,0,0,0,1,1,1,NA,0,0.002232759725302458
989377A3-DBDF-4D68-A,1,0,0,0,0,1,0,NA,NA,0,1.0270081164781004
206AC61E-FB0E-44EC-9,1,0,0,0,0,1,0,1,NA,0,0.8505404490279034
BC55D0F6-06C7-4347-A,1,0,0,0,0,1,0,NA,NA,0,0.07128315418958664
E93EED7E-1F6F-456F-9,1,0,0,0,0,1,1,NA,1,0,0.5598704324802384
A2D5A853-E994-4301-A,1,0,0,0,0,1,1,NA,NA,0,0.005013834685087204
4263318E-916A-4516-B,1,0,0,0,0,1,0,NA,NA,0,0.4346466790884733
30D10B49-B7EA-4AA0-B,1,0,0,0,0,1,0,NA,NA,0,0.2168063553981483
5500D857-DD5D-4598-B,1,0,0,0,0,1,0,NA,NA,0,0.22298536030575633
3D6601FC-29B2-4695-8,0,0,0,0,0,1,0,NA,NA,0,0.21596083417534828
3A2CCE67-8CB9-4C74-8,1,0,0,0,0,1,1,NA,NA,0,1.0465365179115906
AC8C4535-77B4-4DE2-9,1,0,0,0,0,1,1,NA,NA,0,0.9771403596969321
35028194-8630-4265-A,1,0,0,0,0,1,0,NA,NA,0,0.2471937711816281
5B1008ED-AF3F-4C0F-A,1,0,0,0,0,1,1,NA,NA,0,0.8531772065907717
FADF245C-1898-4B19-9,1,0,0,0,0,1,0,NA,1,0,0.9603829211555421
F13C755B-D1C2-4A02-A,1,0,0,0,0,1,1,1,NA,0,0.8818581799278036
75E93D43-65E6-4430-A,1,0,0,0,0,1,0,NA,NA,0,0.5212097450857982
2209E7BC-8811-4C08-9,0,0,0,0,0,1,0,NA,NA,0,0.6332178009906784
E7163D9A-6C80-435B-A,1,0,0,0,0,1,0,NA,NA,0,0.8893079627305269
0D1E7BEC-599C-40B1-A,1,0,0,0,0,1,0,NA,NA,0,1.0843252153135836
2F39B5AA-0B43-4CA3-B,1,0,0,0,0,1,1,NA,NA,0,0.18235885631293058
5FD236A0-BE29-4F91-A,1,0,0,0,0,1,0,NA,NA,0,1.059131545946002
B29503E0-CA9F-4A38-9,1,0,0,0,0,1,1,NA,1,0,0.8415834147017449
CA1A7DF5-91B8-4145-B,1,0,0,0,0,1,0,1,NA,0,0.1730850120075047
69E9BD6A-BA71-4966-9,0,0,0,0,0,1,0,NA,1,0,0.752594891237095
696368B1-9D29-4A59-A,1,0,0,0,0,1,0,NA,NA,0,0.11366245057433844
66E841C5-38A9-4350-B,1,0,0,0,0,1,0,NA,NA,0,0.8407364819431677
F1B89576-0190-40CC-8,1,0,0,0,0,1,0,NA,NA,0,0.7280991920270026
3BEC0F5F-04D8-4635-B,1,0,0,0,0,1,1,1,NA,0,0.7498916911426932
43B73072-4332-4E40-A,1,0,0,0,0,1,0,1,NA,0,0.6002377535915002
575A5AC2-6334-4D2D-A,1,0,0,0,0,1,0,NA,NA,0,0.9088634040672332
FA31D796-13CE-4530-B,1,0,0,0,0,1,0,1,NA,0,0.6002236430067569
E5988846-64EE-46D7-8,1,0,0,0,0,1,0,NA,NA,0,0.07851370004937053
C5933880-B0E4-43F0-B,1,0,0,0,0,1,0,NA,NA,0,0.6337696365080774
365C5295-D1E3-4846-B,1,0,0,0,0,1,0,NA,NA,0,0.9889504052698612
3FA3792A-D7BB-456A-A,1,0,0,0,0,1,1,NA,NA,0,0.8284929895307869
E824177F-140A-4415-A,1,0,0,0,0,1,0,NA,NA,0,0.060190926073119044
849CA08B-A527-4CB1-9,1,0,0,0,0,1,0,NA,NA,0,0.7852876887191087
332D312E-A12A-4060-9,1,0,0,0,0,1,0,NA,NA,0,0.8970151422545314
F12F389B-C67C-49A5-B,1,0,0,0,0,1,0,NA,1,0,0.47387793799862266
08A3A93F-6E17-46A9-8,1,0,0,0,0,1,1,1,1,0,1.0296724517829716
6102155D-9680-42AF-9,1,0,0,0,0,1,1,NA,NA,0,0.8084284411743283
3EFEA7E8-BBE2-42DA-8,1,0,0,0,0,1,1,NA,NA,0,1.0626518013887107
FB1D2894-0DC0-4B31-9,1,0,0,0,0,1,1,NA,NA,0,0.966865349910222
CAC63BAA-0D65-45A5-A,1,0,0,0,0,1,0,1,NA,0,0.17536561656743288
58204FBF-7A69-4D2E-A,1,0,0,0,0,1,1,1,1,0,0.9403187453281134
DDCE2B59-25CA-4CFD-B,1,0,0,0,0,1,0,NA,NA,0,0.9869134656619281
BB3760EC-29A8-4444-8,1,0,0,0,0,1,0,NA,NA,0,0.9610089247580618
7C5AA6FF-A1E1-4CBA-8,1,0,0,0,0,1,1,1,NA,0,0.7372778167482466
D59C47A1-5332-4002-9,1,0,0,0,0,1,0,NA,NA,0,0.11839019949547946
DD5D3C20-E455-40CF-8,1,0,0,0,0,1,1,NA,NA,0,0.6972211513202637
151A5FC3-9073-4E43-8,1,0,0,0,0,1,0,NA,NA,0,0.7359869128558785
6B6909F9-2B07-4924-9,1,0,0,0,0,1,1,NA,NA,0,0.8818154081236571
5A58C7DB-A3A6-4242-9,1,0,0,0,0,1,0,NA,NA,0,0.7005506433779374
DA33B8F5-6F2F-466A-A,1,0,0,0,0,1,0,NA,NA,0,0.888138156849891
7FF8B72C-2535-46F6-B,1,0,0,0,0,1,0,NA,NA,0,0.6014240314252675
DEA78E72-4F46-421F-A,1,0,0,0,0,1,1,NA,NA,0,1.0818271678872406
31BBD3A2-7AD1-4CD5-9,1,0,0,0,0,1,0,NA,1,0,0.4848409832920879
32DB0167-DF23-4C32-A,1,0,0,0,0,1,0,1,NA,0,0.7550788840744644
3E697B4A-936D-483C-A,1,0,0,0,0,1,1,NA,NA,0,0.16082063829526305
7EABBF49-FD35-43A8-8,1,0,0,0,0,1,0,NA,NA,0,0.8206424368545413
D6EAC068-72FD-4AA6-8,1,0,0,0,0,1,0,NA,NA,0,0.5944774991367012
B9EC8927-5040-48E6-9,1,0,0,0,0,1,0,NA,NA,0,0.7168545752065256
5969A0D4-6322-456A-A,1,0,0,0,0,1,0,NA,NA,0,0.20162672107107937
6850FA35-59DC-4BC0-8,1,0,0,0,0,1,1,NA,1,0,0.7122812918387353
4255B2F7-0E45-4297-8,1,0,0,0,0,1,1,NA,NA,0,0.668088409351185
C00BCF2E-9442-4251-B,1,0,0,0,0,1,1,NA,NA,0,0.9294331757118925
2A30C9A2-30DA-48F8-9,1,0,0,0,0,1,1,NA,NA,0,0.12230183323845267
8B42CC5C-19EA-4A1E-A,1,0,0,0,0,1,0,NA,NA,0,0.8294062311761081
3195F52D-F0A3-4186-8,1,0,0,0,0,1,1,NA,NA,0,0.8430096205556765
689DE3F0-B1CA-423E-9,1,0,0,0,0,1,0,NA,NA,0,0.24896697443909943
FA231E1E-A2A4-4EBE-B,1,0,0,0,0,1,0,1,NA,0,0.03379917657002807
6A7FD15C-DE4F-4AC1-8,1,0,0,0,0,1,0,NA,NA,0,1.045455323648639
AD306972-3B02-4D0F-8,0,0,0,0,0,1,0,NA,NA,0,0.08282129000872374
4DDEC06E-DDAA-4505-A,1,0,0,0,0,1,0,NA,NA,0,0.8812772888923064
40AB4040-263E-4ED0-A,1,0,0,0,0,1,1,NA,NA,0,1.0862283861497417
B3FB504E-0571-46C9-8,0,0,0,0,0,1,0,NA,NA,0,1.0516075319610536
7D5D0B6E-6D9B-4CD5-8,1,0,0,0,0,1,0,NA,NA,0,0.6148495440138504
26B048F4-5BD4-487A-8,1,0,0,0,0,1,1,NA,NA,0,0.23149894992820919
90AB4F8C-3511-4930-9,1,0,0,0,0,1,0,NA,NA,0,0.5940484364982694
EACE71D5-FB71-4E7B-9,1,0,0,0,0,1,0,NA,NA,0,0.14332705712877214
2669A3B3-43FD-412B-8,1,0,0,0,0,1,1,NA,NA,0,0.5519278580322862
F6ABF608-987E-4D06-8,1,0,0,0,0,1,1,1,NA,0,0.8223260352388024
A9ED3E14-8E60-4B90-8,1,0,0,0,0,1,1,NA,NA,0,0.7953873979859054
8EFE67FA-4811-4EB5-A,1,0,0,0,0,1,0,NA,NA,0,0.8658110096585006
6B3D15AD-9791-401B-A,1,0,0,0,0,1,0,NA,NA,0,0.9570995408575982
052C2AA4-7B64-4232-A,1,0,0,0,0,1,0,NA,NA,0,0.8909706082195044
ECBFB2A9-65C4-4ECC-B,1,0,0,0,0,1,0,NA,NA,0,0.20977510209195316
819AC5AB-9D5F-4251-9,1,0,0,0,0,1,0,NA,NA,0,0.37549114180728793
B1DCA0A6-54E4-4BC8-8,1,0,0,0,0,1,0,NA,NA,0,0.38695844064932317
997ECA96-C58E-4A61-B,1,0,0,0,0,1,0,NA,NA,0,0.9785589484963566
A8E6ECEF-6F1D-4240-8,1,0,0,0,0,1,1,1,1,0,0.37832059641368687
11173A0D-1C06-4899-8,1,0,0,0,0,1,1,NA,NA,0,0.7300129177747294
15107FE0-C297-41BC-8,1,0,0,0,0,1,1,1,NA,0,0.17176946834661067
B691C145-2F50-4AAD-9,0,0,0,0,0,1,0,NA,NA,0,0.3813963570864871
8D264457-8A93-404D-9,1,0,0,0,0,1,0,NA,NA,0,0.9814674875233322
78123CBF-9EED-48F0-B,1,0,0,0,0,1,1,NA,NA,0,0.5113115633139387
7189D4B9-26F9-4281-9,1,0,0,0,0,1,0,NA,1,0,0.6475069457665086
23488CE1-4F21-4FB2-9,1,0,0,0,0,1,0,NA,NA,0,0.12426130147650838
32609938-4C1B-4A74-8,1,0,0,0,0,1,0,NA,NA,0,0.4244490402052179
8C7AEE14-1549-4791-8,1,0,0,0,0,1,0,NA,NA,0,0.2060205687303096
B9A148C7-03EC-4497-9,1,0,0,0,0,1,1,NA,NA,0,0.12157254153862596
BA6D9F5F-3318-4B4A-B,1,0,0,0,0,1,0,NA,NA,0,0.40999041649047285
A0216A41-82D8-4D9C-A,1,0,0,0,0,1,1,NA,NA,0,0.5541540366830304
A03D03CE-37BD-48C3-8,1,0,0,0,0,1,0,NA,NA,0,0.8399986268486828
976F9E48-0644-4DF2-B,1,0,0,0,0,1,0,NA,NA,0,0.8105204869061708
24A8812A-73C2-4823-9,0,0,0,0,0,1,0,NA,NA,0,0.6605028145713732
5CA17C98-6D5C-436D-8,1,0,0,0,0,1,0,NA,NA,0,0.7090207699220628
ACEF24FF-2235-4321-B,1,0,0,0,0,1,1,1,1,0,0.895675127627328
6CEC14B1-39A9-46A6-B,1,0,0,0,0,1,1,NA,NA,0,0.05430849944241345
34097A0E-5EF4-46E4-8,1,0,0,0,0,1,1,1,NA,0,0.5913103400962427
51202CD3-979D-4801-B,1,0,0,0,0,1,0,NA,NA,0,0.9886246308451518
2F8B7D34-BCE6-45BE-8,1,0,0,0,0,1,1,NA,NA,0,0.9609101340174675
2BECD441-323C-4F95-9,1,0,0,0,0,1,0,NA,NA,0,0.9477267214097083
8DD9F716-E566-4E0D-A,1,0,0,0,0,1,0,NA,NA,0,0.7271742598386481
B5A8C702-354C-463B-9,1,0,0,0,0,1,1,NA,NA,0,0.829785535344854
AC1D79AA-5FAF-4D0E-B,1,0,0,0,0,1,1,1,1,0,0.10324457543902099
4FFAAF2B-7B38-49FF-A,1,0,0,0,0,1,0,NA,NA,0,0.4800593932159245
085A5E48-B467-4795-9,1,0,0,0,0,1,0,NA,NA,0,0.49227204581256956
1EE3E49B-CCEB-494C-A,1,0,0,0,0,1,0,NA,NA,0,0.6464433335931972
B0F1C80A-9EBA-4EE8-B,1,0,0,0,0,1,1,NA,NA,0,0.9174347997177392
DAA1DD9E-3E52-4B52-9,1,0,0,0,0,1,0,NA,1,0,0.1379183663520962
45D64260-CF00-46A2-B,1,0,0,0,0,1,1,NA,NA,0,0.97588384244591
B28A9F80-F2D3-4DA9-A,1,0,0,0,0,1,0,1,NA,0,0.16303289053030312
33010C8D-8996-4E7A-9,1,0,0,0,0,1,1,NA,NA,0,1.1033196395728737
333F23A9-21E9-445D-A,1,0,0,0,0,1,0,NA,1,0,0.12453134940005839
6405064A-45EF-426B-B,1,0,0,0,0,1,1,NA,NA,0,0.4700248532462865
A8E41BCF-0153-477D-9,1,0,0,0,0,1,1,NA,NA,0,0.47050078120082617
369F1E6A-F1B4-465C-8,1,0,0,0,0,1,0,1,NA,0,0.2440167439635843
7698B243-E322-4B17-B,1,0,0,0,0,1,0,NA,NA,0,1.0646030434872955
042F6896-D495-4507-B,1,0,0,0,0,1,0,1,NA,0,0.5133627959294245
73E7304C-13E8-4050-8,1,0,0,0,0,1,1,NA,NA,0,0.0024724751710891724
A35E3748-684A-467A-A,1,0,0,0,0,1,0,1,NA,0,1.0955792540917173
DE47CCAB-92D7-4E56-B,1,0,0,0,0,1,1,1,1,0,0.08734469395130873
F414F3FC-2A2F-4D68-8,1,0,0,0,0,1,0,NA,NA,0,0.7675019537564367
CFC78690-0D43-4AE1-B,1,0,0,0,0,1,0,NA,NA,0,0.1372820397373289
F88E3B8A-D937-4CDE-B,1,0,0,0,0,1,1,NA,NA,0,0.5019305285532027
A4B9ADE2-6710-45BE-8,0,0,0,0,0,1,1,NA,NA,0,0.8628942556679249
3D21A1B9-AFF6-4CB5-8,1,0,0,0,0,1,0,NA,NA,0,0.9854841898195446
A1EE4312-0D68-4AB1-9,1,0,0,0,0,1,1,1,NA,0,0.12010625004768372
92F659B4-CE6E-4D3C-8,1,0,0,0,0,1,0,NA,NA,0,1.0653182367095724
A7A7B93D-C28A-4048-8,1,0,0,0,0,1,0,NA,NA,0,0.5294449558714405
486B7FBC-8C94-4BD7-9,1,0,0,0,0,1,0,NA,NA,0,0.20418376103043556
E7AD7ABD-EEB1-4588-B,1,0,0,0,0,1,0,NA,NA,0,0.7691462964285165
70E7C868-31ED-4AA3-B,1,0,0,0,0,1,0,NA,NA,0,0.22370092826895416
9BF30C43-19EA-4505-8,1,0,0,0,0,1,0,NA,NA,0,0.986177310696803
301312A8-A770-4C97-B,1,0,0,0,0,1,0,NA,NA,0,0.647013604757376
6335C830-F839-4052-9,1,0,0,0,0,1,1,NA,NA,0,0.9038530248217285
04A16270-FFA2-4907-8,1,0,0,0,0,1,1,1,NA,0,0.5484264978440478
EB0E004D-A00D-4489-A,1,0,0,0,0,1,1,NA,NA,0,0.8829684527590871
ECAB1E71-B764-4DEA-9,1,0,0,0,0,1,0,1,NA,0,0.8995926226489246
9ADD983F-1903-406F-A,1,0,0,0,0,1,0,NA,NA,0,0.580353521509096
EBAC40E9-40BC-4441-A,1,0,0,0,0,1,0,NA,NA,0,0.7164315499830991
213139C8-EC01-4CC8-9,1,0,0,0,0,1,0,NA,NA,0,0.9515722733922303
D2FB4C51-BA7C-4837-8,1,0,0,0,0,1,1,1,NA,0,0.06396008213050663
7056F46A-5F84-4620-8,0,0,0,0,0,1,1,NA,NA,0,0.1888254366349429
46D77A26-D6DB-436C-9,1,0,0,0,0,1,0,NA,1,0,0.21382272080518305
7A6A1223-C448-4239-8,1,0,0,0,0,1,1,NA,NA,0,0.7162830418674275
68F28332-C1EF-48AB-9,1,0,0,0,0,1,1,NA,NA,0,0.11884358897805214
41606563-809E-4EA0-9,1,0,0,0,0,1,1,1,NA,0,0.7026540680089965
